SpeechID_PK,PlayID_FK,CharacterID_FK,Character_name,Speech_towards,Speech_Lines
S1001286,P003,C0001,KATH,,"It’s my usual time. Guess what’s for dinner, Mr SLOANE"
S1001289,P003,C0001,KATH,,Guess what mamma’s prepared?
S1001291,P003,C0001,KATH,,Is he upset?
S1001295,P003,C0001,KATH,,Will you feel better by this afternoon?
S1001298,P003,C0001,KATH,,"The Dadda won’t say anything, dear, if that’s what’s on your mind. He’ll keep quiet. (Pause.) That new stove cooks excellent, ED die."
S1001300,P003,C0001,KATH,,"Yes. I cooked a lovely egg yesterday. Mr SLOANE had it. I think they ought to have put the grill different, though. I burned my hand."
S1001302,P003,C0001,KATH,,It’s awkwardly placed.
S1001304,P003,C0001,KATH,,(pause) You haven’t guessed yet what’s for dinner. Three guesses. Go on.
S1001306,P003,C0001,KATH,,Chips.
S1001308,P003,C0001,KATH,,And peas. And two eggs.
S1001320,P003,C0001,KATH,,It’s the weather.
S1001322,P003,C0001,KATH,,"Take a pill or something. I had some recommended me the other day. (Opens a drawer, searches. She finds the tablets, shakes out two into her hand. Offers them to SLOANE"
S1001324,P003,C0001,KATH,,"He’s bad, isn’t he?"
S1001326,P003,C0001,KATH,,"(picks up one tablet, searches for the others, gives up) Somebody will tread on them. That’s the reason for these stains. Things get into the pile. The Dadda dropped a pickled walnut and trod it into the rug yesterday. If only we had a dog we wouldn’t have so much bother."
S1001328,P003,C0001,KATH,,"ED die, is Mr SLOANE ill?"
S1001330,P003,C0001,KATH,,He looks pale. I wonder if he isn’t sickening for something.
S1001332,P003,C0001,KATH,,Where?
S1001334,P003,C0001,KATH,,Is he in trouble?
S1001336,P003,C0001,KATH,,"It was an accident, surely?"
S1001338,P003,C0001,KATH,,"The Dadda told me about it. Mr SLOANE was unfortunate. He was joking, I expect."
S1001340,P003,C0001,KATH,,"No, he’s remarkably devoid of a sense of fun. Dadda was full of it."
S1001342,P003,C0001,KATH,,"Oh, I said he had no proof. I didn’t waste my energy listening to him. Sometimes I think he makes up these things to frighten me. He ought to curb his imagination. (Exits.)"
S1001344,P003,C0001,KATH,,(enters carrying a china figure) This shepherdess is a lovely piece of chinawork. She comes up like new when I give her a wash.
S1001346,P003,C0001,KATH,,"The crack spoils it, though. I should have it mended professionally. (Exit. Re-enters carrying large vase.) Dadda gets up to some horrible pranks lately. Throwing things into my best vase now. The habits of the elderly are beyond the pale. ( She exits. EDsits on the settee.)"
S1001423,P003,C0001,KATH,,ED!
S1001425,P003,C0001,KATH,,"ED, I must – (EDtakes her arm, she pulls back.) It’s Dadda – he’s dead. Come quick."
S1001427,P003,C0001,KATH,,"ED die, he’s dead."
S1001429,P003,C0001,KATH,,I can’t believe he’s dead. He was in perfect health.
S1001431,P003,C0001,KATH,,Was he?
S1001433,P003,C0001,KATH,,I didn’t believe it. I only took his word for it.
S1001435,P003,C0001,KATH,,Often. I took no notice. You know how he is. I thought he was having me on.
S1001437,P003,C0001,KATH,,(begins to sniff) Poor Dadda. How he must have suffered. I’m truly ashamed of myself. (She wipes her eyes on her apron.) It’s all the health scheme’s fault. Will I have to send his pension book in?
S1001439,P003,C0001,KATH,,I thought I would.
S1001441,P003,C0001,KATH,,ED die.
S1001443,P003,C0001,KATH,,Me?
S1001445,P003,C0001,KATH,,I’ll say Dadda had an attack. He passed away sudden.
S1001447,P003,C0001,KATH,,He was rude to Mr SLOANE
S1001449,P003,C0001,KATH,,Won’t they? (Pause.) I shall never get in my black. I’ve put on weight since we buried mamma.
S1001451,P003,C0001,KATH,,They’d never do that would they?
S1001453,P003,C0001,KATH,,Hang him?
S1001455,P003,C0001,KATH,,Is it bad?
S1001457,P003,C0001,KATH,,The Dadda was rude. He said a rude word about me.
S1001459,P003,C0001,KATH,,I couldn’t.
S1001461,P003,C0001,KATH,,Is it?
S1001463,P003,C0001,KATH,,Wouldn’t they make an exception? If we gave him a good character?
S1001465,P003,C0001,KATH,,We could say he had.
S1001467,P003,C0001,KATH,,He has nice manners when he wants. I’ve seen them.
S1001469,P003,C0001,KATH,,He did it out of love for me?
S1001471,P003,C0001,KATH,,Eh?
S1001473,P003,C0001,KATH,,"No, never. I have to think of the Dadda."
S1001475,P003,C0001,KATH,,Doctor will be cross.
S1001477,P003,C0001,KATH,,He’ll think I’m silly. He’ll think I caused Dadda’s fall.
S1001479,P003,C0001,KATH,,"(bites her lip, considers) Shall I put Dadda’s new shoes on him?"
S1001481,P003,C0001,KATH,,He only wore them once.
S1001485,P003,C0001,KATH,,Why is he taking his case?
S1001487,P003,C0001,KATH,,Why not?
S1001489,P003,C0001,KATH,,When is he coming back?
S1001491,P003,C0001,KATH,,He doesn’t need that big case. (She exits.)
S1001495,P003,C0001,KATH,,(off) Why is he taking his clothes?
S1001497,P003,C0001,KATH,,I’ve just checked. They aren’t in the laundry basket.
S1001499,P003,C0001,KATH,,You’re taking him away.
S1001501,P003,C0001,KATH,,Do you want to leave?
S1001503,P003,C0001,KATH,,"Why are you leaving your mamma? There’s no need for him to go away, ED die. Doctor knows he lives here."
S1001505,P003,C0001,KATH,,Doctors don’t do that. He wants to stay.
S1001509,P003,C0001,KATH,,ED –
S1001511,P003,C0001,KATH,,I’ve something to tell you.
S1001513,P003,C0001,KATH,,Mr SLOANE was nice to me. Aren’t you shocked?
S1001515,P003,C0001,KATH,,Aren’t you angry with Mr SLOANE
S1001517,P003,C0001,KATH,,Are you?
S1001519,P003,C0001,KATH,,What did he explain?
S1001521,P003,C0001,KATH,,I didn’t carry on! What a wicked thing to say.
S1001523,P003,C0001,KATH,,Did he say that?
S1001525,P003,C0001,KATH,,Mr SLOANE
S1001527,P003,C0001,KATH,,"He gave me a locket. (She takes off the locket. SLOANE attempts to take it.) I don’t believe he’d take it if you weren’t here, ED. (She puts the locket back. To SLOANE"
S1001529,P003,C0001,KATH,,That’s neither here nor there. Using expressions like that. Making yourself cheap. (SLOANE turns to the suitcase.) I see the truth of the matter. He’s been at you. Isn’t that like him?
S1001531,P003,C0001,KATH,,Let him decide for himself.
S1001533,P003,C0001,KATH,,I’m afraid you’re unduly influencing him.
S1001535,P003,C0001,KATH,,Found out?
S1001537,P003,C0001,KATH,,Rubbish!
S1001539,P003,C0001,KATH,,He loves me.
S1001541,P003,C0001,KATH,,A woman knows when she’s loved.
S1001543,P003,C0001,KATH,,My character will stand analysis.
S1001545,P003,C0001,KATH,,I’m a benign influence. A source of good.
S1001547,P003,C0001,KATH,,Who tucks him up at night? And he likes my cooking. He won’t deny that.
S1001549,P003,C0001,KATH,,See I’m right.
S1001551,P003,C0001,KATH,,You can’t.
S1001553,P003,C0001,KATH,,I do.
S1001555,P003,C0001,KATH,,What is that?
S1001557,P003,C0001,KATH,,I keep his trousers pressed nice. He’s been smarter since I knew him.
S1001559,P003,C0001,KATH,,I gave him everything.
S1001561,P003,C0001,KATH,,He’s lovely with me. Charming little baby he is.
S1001563,P003,C0001,KATH,,I gave him three meals a day. Porridge for breakfast. Meat and two veg for dinner. A fry for tea. And cheese for supper. What more could he want?
S1001565,P003,C0001,KATH,,He’s free with me.
S1001567,P003,C0001,KATH,,It’s natural.
S1001569,P003,C0001,KATH,,What are you going to give him?
S1001571,P003,C0001,KATH,,"(comes round the case, looks in) The state of this case. Mr SLOANE"
S1001573,P003,C0001,KATH,,Women are necessary.
S1001575,P003,C0001,KATH,,Where’s your argument?
S1001577,P003,C0001,KATH,,"You’re silly, ED die, silly …"
S1001581,P003,C0001,KATH,,Is it the colour of the curtains in your room?
S1001583,P003,C0001,KATH,,Is it because I’m pregnant?
S1001585,P003,C0001,KATH,,You vowed you loved me.
S1001587,P003,C0001,KATH,,I was kind to you.
S1001589,P003,C0001,KATH,,Are you grateful?
S1001591,P003,C0001,KATH,,I paid too. Baby on the way. Reputation ruined.
S1001593,P003,C0001,KATH,,Is that what he’s taught you?
S1001595,P003,C0001,KATH,,He’d packed the experience of a lifetime into a few short years.
S1001597,P003,C0001,KATH,,I attracted him instantly.
S1001599,P003,C0001,KATH,,He wanted to marry me.
S1001601,P003,C0001,KATH,,We were to ask your consent.
S1001603,P003,C0001,KATH,,Me.
S1001605,P003,C0001,KATH,,"My hair is nice. Natural. I’m mature, but still able to command a certain appeal."
S1001608,P003,C0001,KATH,,It’s baby coming.
S1001610,P003,C0001,KATH,,He said I was a Venus. I held him in my arms.
S1001612,P003,C0001,KATH,,He wanted for nothing. I loved him sincerely.
S1001614,P003,C0001,KATH,,I loved him.
S1001616,P003,C0001,KATH,,(to SLOANE
S1001618,P003,C0001,KATH,,… mamma forgives you.
S1001620,P003,C0001,KATH,,"Is that the truth, Mr SLOANE"
S1001622,P003,C0001,KATH,,Why didn’t you tell me?
S1001624,P003,C0001,KATH,,(snaps the suitcase shut) Mr SLOANE
S1001626,P003,C0001,KATH,,"Perhaps. (She holds out her hand.) Kiss my hand, dear, in the manner of the theatre. (He kisses her hand.) I shall cry. (She feels for a handkerchief.)"
S1001628,P003,C0001,KATH,,I’m losing you for ever.
S1001630,P003,C0001,KATH,,I’ll not be able to bear it.
S1001632,P003,C0001,KATH,,"I shall die of it, I’m sure."
S1001635,P003,C0001,KATH,,Baby … (She holds him close. Looks at EDover SLOANE
S1001637,P003,C0001,KATH,,What story?
S1001639,P003,C0001,KATH,,I shall never under any circumstances allow anyone to perjure me. It was murder.
S1001641,P003,C0001,KATH,,"Ah, you know as well as I he was perfectly healthy this morning."
S1001643,P003,C0001,KATH,,"He wasn’t there, dear. Respect the truth always. It’s the least you can do under the circumstances."
S1001645,P003,C0001,KATH,,It’s not in accordance with my ideas of morality.
S1001647,P003,C0001,KATH,,When doctor comes he’ll want to know things. Are you asking me to deceive our G.P.? He’s an extremely able man. He’ll notice discrepancies. And then where will we be? He’d make his report and mamma would be behind bars. I’m sure that isn’t your idea. Is it?
S1001649,P003,C0001,KATH,,He must decide for himself. I won’t practise a falsehood.
S1001651,P003,C0001,KATH,,You know how I go to pieces under cross-examination.
S1001653,P003,C0001,KATH,,Who for?
S1001655,P003,C0001,KATH,,You won’t be here.
S1001657,P003,C0001,KATH,,"No. Call me names if you wish, but I won’t tell stories. I’m a firm believer in truth."
S1001659,P003,C0001,KATH,,No.
S1001661,P003,C0001,KATH,,But I wasn’t.
S1001663,P003,C0001,KATH,,I would have heard him.
S1001665,P003,C0001,KATH,,No.
S1001667,P003,C0001,KATH,,No.
S1001669,P003,C0001,KATH,,"(hands the suitcase to ED) You struck the Dadda down in cold blood, Mr SLOANE"
S1001671,P003,C0001,KATH,,We talked only of you. I could hardly give credence to the report of your crimes. I didn’t believe the old man. I’m paid for it now.
S1001673,P003,C0001,KATH,,Stay with me.
S1001675,P003,C0001,KATH,,Hold me tight again.
S1001677,P003,C0001,KATH,,"There’s no need to go away, dear. Don’t make me unhappy."
S1001679,P003,C0001,KATH,,"I was never subtle, Mr SLOANE … If you go with ED die, I’ll tell the police."
S1001682,P003,C0001,KATH,,"You see how things are, Mr SLOANE"
S1001685,P003,C0001,KATH,,Don’t attempt to threaten me.
S1001687,P003,C0001,KATH,,What’s he doing then?
S1001692,P003,C0001,KATH,,Make him stop! I shall be sick. He’s upsetting my insides.
S1001694,P003,C0001,KATH,,"My teeth! (She claps a hand over her mouth.) My teeth. (SLOANE flings her from him. She crawls round the floor, searching.) He’s broke my teeth! Where are they?"
S1001696,P003,C0001,KATH,,(reaching under the settee) I’ll still forgive and forget.
S1001707,P003,C0001,KATH,,It’s his nerves. He doesn’t know what he’s doing.
S1001709,P003,C0001,KATH,,He’s broke them.
S1001711,P003,C0001,KATH,,"(puts her teeth in) What are we going to do, ED die?"
S1001713,P003,C0001,KATH,,"Help me up, Mr SLOANE"
S1001715,P003,C0001,KATH,,I don’t want to lose my baby.
S1001717,P003,C0001,KATH,,But –
S1001724,P003,C0001,KATH,,He’s close to tears. Isn’t he sweet?
S1001728,P003,C0001,KATH,,He’s led me on.
S1001732,P003,C0001,KATH,,Can’t she?
S1001734,P003,C0001,KATH,,I don’t mind about marriage as long as he doesn’t leave me.
S1001742,P003,C0001,KATH,,Like you said – he fell downstairs.
S1001744,P003,C0001,KATH,,"Yes, ED."
S1001746,P003,C0001,KATH,,Yes.
S1001748,P003,C0001,KATH,,As long as he stays here.
S1001750,P003,C0001,KATH,,Aren’t you?
S1001752,P003,C0001,KATH,,For how long?
S1001754,P003,C0001,KATH,,How long is that?
S1001756,P003,C0001,KATH,,"That’s too long, dear. I get so lonely."
S1001758,P003,C0001,KATH,,Yes.
S1001760,P003,C0001,KATH,,"Perfect, ED die. It’s very clever of you to have thought of such a lovely idea!"
S1001762,P003,C0001,KATH,,Can he be present at the birth of his child?
S1001764,P003,C0001,KATH,,It deepens the relationship if the father is there.
S1001766,P003,C0001,KATH,,It was his present to me.
S1001768,P003,C0001,KATH,,"Yes, ED."
S1000004,P003,C0002,SLOANE,,Would I be able to use this room? Is it included?
S1000006,P003,C0002,SLOANE,,The bedroom was perfect.
S1000008,P003,C0002,SLOANE,,I’m sure it will be satisfactory. (Walks around the room examining the furniture. Stops by the window.)
S1000010,P003,C0002,SLOANE,,I can’t give you a decision right away.
S1000012,P003,C0002,SLOANE,,Are you married?
S1000014,P003,C0002,SLOANE,,A son?
S1000016,P003,C0002,SLOANE,,You don’t look old enough.
S1000018,P003,C0002,SLOANE,,(briskly) I’ll take the room.
S1000020,P003,C0002,SLOANE,,I’ll bring my things over tonight. It’ll be a change from my previous.
S1000022,P003,C0002,SLOANE,,Bad?
S1000024,P003,C0002,SLOANE,,You’ve no idea.
S1000026,P003,C0002,SLOANE,,Have you been a widow long?
S1000028,P003,C0002,SLOANE,,Not at all.
S1000030,P003,C0002,SLOANE,,I’m broadminded.
S1000032,P003,C0002,SLOANE,,You can trust me.
S1000034,P003,C0002,SLOANE,,You were never married then?
S1000036,P003,C0002,SLOANE,,What about – I hope you don’t think I’m prying?
S1000038,P003,C0002,SLOANE,,… the father?
S1000040,P003,C0002,SLOANE,,What happened to the baby?
S1000042,P003,C0002,SLOANE,,By whom?
S1000044,P003,C0002,SLOANE,,What about the kid’s father?
S1000046,P003,C0002,SLOANE,,Why not?
S1000048,P003,C0002,SLOANE,,Foam rubber.
S1000050,P003,C0002,SLOANE,,I can.
S1000052,P003,C0002,SLOANE,,I never had no family of my own.
S1000054,P003,C0002,SLOANE,,No. I was brought up in an orphanage.
S1000056,P003,C0002,SLOANE,,"That’s remarkable. My parents, I believe, were extremely wealthy people."
S1000058,P003,C0002,SLOANE,,No. It was the lack of privacy I found most trying.
S1000060,P003,C0002,SLOANE,,Yes.
S1000062,P003,C0002,SLOANE,,I was eight. (Pause.) They passed away together.
